"gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name","analysis_id"
"MGI:3040687","Spag6","C57BL","Early adult","IMPC_XRY_057_001","0.2496654","Kyphosis","9567o3ykp49up4h"
"MGI:88587","Cyp19a1","C57BL","Late adult","HRWLLA_HEM_035_001","0.7174456","Eosinophil differential count","956b06f401cn01k"
"MGI:3624119","Clec4a4","C57BL","Early adult","IMPC_CBC_013_001","0.2334466","Alanine aminotransferase","956d2760h34mo3m"
"MGI:1918946","Abhd8","C57BL","Early adult","IMPC_DXA_010_001","0.4080024","Bone Area","956ippf1m3t1gc9"
"MGI:2442910","Niban2","C57BL","Early adult","HRWLLA_HEM_035_001","0.5794921","Eosinophil differential count","956zac71mon330j"
"MGI:88587","Cyp19a1","C57BL","Late adult","IMPC_CBC_012_001","0.3981348","Aspartate aminotransferase","9573wwe380y9rh8"
"MGI:1923012","Aftph","C57BL","E18.5","IMPC_EYE_069_001","0.8522208","Left inner nuclear layer","95746j91e2c24j4"
"MGI:2138828","Eps8l2","C57BL","Early adult","ESLIM_015_001_015","0.9218299","Alkaline phosphatase","957599b46p22992"
"MGI:1925927","Rnf20","C57BL","Early adult","IMPC_HEM_029_001","0.8120382","Neutrophil differential count","957o525d501z702"
"MGI:1918946","Abhd8","C57BL","Early adult","IMPC_GRS_009_001","1.360176","Forelimb and hindlimb grip strength measurement mean","957p60x28r6f2n5"
"MGI:3624119","Clec4a4","C57BL","Early adult","IMPC_GEP_038_001","0.05525204","Tail Morphology","957s79g91ew095j"
"MGI:2685830","Nsl1","C57BL","E9.5","IMPC_OFD_011_001","0.2970599","Periphery resting time","958ide35oyj4x0u"
"MGI:2143539","Gls2","C57BL","Early adult","IMPC_HEM_002_001","0.5924772","Red blood cell count","958kh3fc6a0t3nu"
"MGI:1922875","Mageh1","C57BL","Early adult","IMPC_ABR_006_001","0.1216836","12kHz-evoked ABR Threshold","958q6p6061fam2s"
"MGI:2685830","Nsl1","C57BL","E9.5","IMPC_GRS_008_001","0.1610162","Forelimb grip strength measurement mean","958vnhd4omcy8mt"
"mgi:2384959","Cybc1","C57BL","Early adult","IMPC_HEM_029_001","0.7420349","Neutrophil differential count","9593660rugzjb65"
"MGI:3648212","Klhdc7b","C57BL","Early adult","TCP_CHL_058_001","0.6561751","12.5 Mch Tidal volume","959420wkv9kir4i"
"MGI:3652053","Gm13889","C57BL","Early adult","IMPC_GRS_011_001","0.5310755","Forelimb and hindlimb grip strength normalised against body weight","959aiok59h1p441"
"MGI:1918946","Abhd8","C57BL","Early adult","IMPC_CSD_039_001","0.7084997","Limb grasp","959cavltf1x7jj7"
"MGI:1923760","Trappc9","C57BL","Early adult","IMPC_HEM_027_001","4.270042e-08","Red blood cell distribution width","959kp8c56310s03"
"MGI:1277143","Gtf2h3","C57BL","E12.5","GMC_920_001_013","0.1992345","sTV-active","959ky492ku14ke6"
"MGI:1915476","Efcab2","C57BL","Early adult","MGP_CSD_026_001","0.6391261","Ventral coat/hair colour","959y6n4b31b564h"
"MGI:2146468","Urb1","C57BL","Early adult","IMPC_OFD_014_001","0.7999702","Center distance travelled","95a2jp4654ye61p"
"MGI:102849","Klkb1","C57BL","Early adult","IMPC_CBC_018_001","0.6403111","Glucose","95a64ohq722js90"
"MGI:2143539","Gls2","C57BL","Middle aged adult","HRWLLA_CBC_012_001","0.3982281","Aspartate aminotransferase","95adg8d55do48th"
"mgi:1336186","Agpat3","129SV","Early adult","JAXLA_CSD_013_001","0.3568918","Coat - hair distribution - abdomen","95avbl2pdweuy27"
"MGI:1913687","Fis1","C57BL","Early adult","GMC_905_001_008","0.5476501","Mean corpuscular hemoglobin concentration","95b1500w9v2j543"
"MGI:108420","Nfe2l2","C57BL","Early adult","IMPC_HEM_031_001","0.1527227","Lymphocyte differential count","95b1k702gp2l42k"
"MGI:107634","Larp7","C57BL","Early adult","IMPC_CSD_028_001","0.567222","Snout size","95bn5so1ch39m39"
"MGI:99878","Ppm1a","C57BL","Early adult","GMC_905_001_008","0.1780592","Mean corpuscular hemoglobin concentration","95c2qxk6n91h007"
"MGI:2143539","Gls2","C57BL","Early adult","IMPC_DXA_003_001","0.7445925","Lean mass","95c538m529k7477"
"MGI:3648212","Klhdc7b","C57BL","Middle aged adult","HRWLLA_HEM_036_001","0.6818569","Eosinophil cell count","95d3t796bw2604i"
"MGI:1349438","Mprip","C57BL","E9.5","HRWLLA_CSD_030_001","0.7215688","Tremor","95d5y10t89s845d"
"MGI:1917565","Hdac8","C57BL","Early adult","CCP_XRY_060_001","0.1555855","Transitional vertebrae","95d9ks9330ey314"
"MGI:2682314","Zc3h4","C57BL","E15.5","IMPC_CSD_010_001","0.2432351","Coat - color pattern - abdomen","95dco48g7g05ae9"
"MGI:1914243","Smarcd3","C57BL","E15.5","IMPC_ABR_002_001","0.5315292","Click-evoked ABR threshold","95e8by6v8833ic9"
"MGI:88587","Cyp19a1","C57BL","Late adult","HRWLLA_HEM_007_001","6.21448e-05","Mean cell hemoglobin concentration","95f4v9qc8x783eh"
"MGI:1277143","Gtf2h3","C57BL","Early adult","ESLIM_013_001_001","0.2402826","Eye","95fp63vc09x4zmo"
"MGI:1276533","Ncoa2","C57BL","E18.5","HRWLLA_OFD_019_001","0.2747553","Number of center entries","95fu3y63r7w9g36"
"MGI:1932115","Papolb","C57BL","Early adult","MGP_CSD_026_001","0.2237427","Ventral coat/hair colour","95h0x060u815mq9"
"MGI:1344333","Mid2","C57BL","Early adult","GMC_905_001_007","0.6505547","Mean corpuscular hemoglobin","95h6twt85tex152"
"MGI:1099431","Sptlc1","C57BL","E9.5","JAX_LDT_005_001","0.8726054","Time mobile dark side","95h9mf7v24ewo10"
"MGI:1099431","Sptlc1","C57BL","Early adult","ESLIM_013_001_005","0.652891","Left retina structure","95i2dn1s67u1r47"
"MGI:2446460","Tpte","C57BL","Early adult","HRWLLA_OFD_020_001","0.1789168","Distance travelled - total","95j53gabuwyu3i7"
"MGI:1927204","Gosr2","C56BL","Early adult","IMPC_GEL_032_001","0.8260158","Embryo Size","95jlq0938b312b9"
"MGI:2146468","Urb1","C57BL","Early adult","IMPC_OFD_007_001","0.4784079","Whole arena resting time","95k6o167d73i9ih"
"MGI:108420","Nfe2l2","C57BL","Early adult","CCP_XRY_060_001","0.291624","Transitional vertebrae","95m5u631671w5mv"
"MGI:1349438","Mprip","C57BL","E12.5","IMPC_EYE_092_001","0.8636106","Retina (combined)","95n05425bckyrw5"
"MGI:2682314","Zc3h4","C57BL","E9.5","MGP_PBI_005_001","0.7357223","Gamma delta T cell percentage","95n1c4o58c6f408"
"MGI:1915476","Efcab2","C57BL","Early adult","IMPC_XRY_033_001","0.07871958","Tibia length","95nshw8vq934wj1"
"MGI:104859","Selenbp2","C57BL","Early adult","IMPC_CSD_078_001","0.4513968","Vocalization","95o599c7r71de4q"
"MGI:1196295","Ptpn20","C57BL","Early adult","IMPC_ABR_006_001","0.4141232","12kHz-evoked ABR Threshold","95p5wf8n6q1xi4e"
"MGI:1349438","Mprip","C57BL","E12.5","IMPC_HEM_001_001","0.3199382","White blood cell count","95q3y3mgk972y7x"
"MGI:3648212","Klhdc7b","C57BL","Early adult","IMPC_ECG_004_001","0.6920226","RR","95q77p8qm5rwj15"
"MGI:2444308","Atg4d","C57BL","Early adult","GMC_906_001_016","0.5000004","Alpha-amylase","95sjpr3takgyf99"
"MGI:1925927","Rnf20","C57BL","E15.5","GMC_921_001_002","0.932928","Body weight","95sz04cn8ai8n74"
"MGI:1918731","Alpk1","C57BL","Early adult","IMPC_CSD_080_001","0.6613601","Head bobbing","95t0y5br3804n9u"
"MGI:109552","Il4i1","C57BL","Early adult","IMPC_EYE_054_001","0.9630475","Min left eye lens density","95vl7744581nl9h"
"MGI:1918319","Stox2","C57BL","E18.5","IMPC_GEO_009_002","0.4937756","Hemorrhage","95vq5h8086817l8"
"MGI:3037818","Cxcl3","C57BL","Early adult","IMPC_EYE_063_001","0.1182998","Right inner nuclear layer","95x6147435z3ax9"
"MGI:2682314","Zc3h4","C57BL","E9.5","JAXLA_EYE_016_001","0.6092125","Lens","95xp4i0824f38g6"
"MGI:2143539","Gls2","C57BL","Early adult","IMPC_OFD_007_001","0.2523023","Whole arena resting time","95xqv2554w79h27"
"MGI:1098801","Otud4","C57BL","E18.5","IMPC_OFD_014_001","0.1019259","Center distance travelled","95y266ka4byz20i"
"MGI:1914243","Smarcd3","C57BL","E15.5","IMPC_IPG_012_001","0.8754129","Area under glucose response curve","95yl9c04011722c"
"MGI:1915476","Efcab2","C57BL","Early adult","MGP_PBI_036_001","0.9819087","Monocyte number","95yt93t0j8c97p6"
"MGI:1890127","Plxnc1","C57BL","Early adult","IMPC_EYE_026_001","0.9550526","Retinal Blood Vessels Pattern","95z2ut95u27pp7f"
"MGI:88587","Cyp19a1","C57BL","Middle aged adult","IMPC_CBC_012_001","0.2516105","Aspartate aminotransferase","95zxod26o5a2974"
"MGI:1915476","Efcab2","C57BL","Early adult","IMPC_ACS_035_001","0.8050981","% Pre-pulse inhibition - PPI3","96025q3uwmev9tp"
"MGI:1914243","Smarcd3","0.9884291","Early adult","TCP_CHL_067_001","C57BL","PBS Peak Inspiratory Flow","96032016268hgzd"
"MGI:96441","Igfbp6","C57BL","Early adult","GMC_923_001_001","0.5298975","Body weight","96032z4d8q6664u"
"MGI:88587","Cyp19a1","C57BL","Late adult","HRWLLA_OFD_020_001","1.196656e-14","Distance travelled - total","96042y4gq21oo9i"
"MGI:1927204","Gosr2","C57BL","Early adult","IMPC_CBC_002_001","0.9047145","Potassium","9604o4hru1u9x2b"
"MGI:2685830","Nsl1","C57BL","Early adult","IMPC_GRS_011_001","0.3897417","Forelimb and hindlimb grip strength normalised against body weight","96050moujqqpfox"
"MGI:96878","Blnk","C57BL","Early adult","IMPC_CBC_015_001","0.3601692","Total cholesterol","9606438hv8e7nz4"
"MGI:1920723","Iws1","C57BL","Early adult","IMPC_DXA_003_001","0.05640107","Lean mass","96069gr216b2310"
"MGI:2444233","Ythdf2","C57BL","Early adult","IMPC_HEM_038_001","0.9752783","Basophil differential count","96077t353717kel"
"MGI:1914243","Smarcd3","C57BL","E12.5","IMPC_OFD_016_001","0.5575775","Center permanence time","960x207600qj19r"
"MGI:2442708","Pheta1","C57BL","Early adult","hrwlla_ofd_019_001","0.5929942","Number of center entries","960zl55ed94d1pw"
"MGI:3624119","CLEC4A4","C57BL","Early adult","IMPC_HEM_019_001","0.2305831","Mean platelet volume","961904j3y26rxd3"
"MGI:1923760","Trappc9","C57BL","Early adult","JAXLA_CSD_005_001","0.7925479","Coat - color - back","961fy216v0yro4w"
"MGI:1914243","Smarcd3","C57BL","Early adult","IMPC_ABR_008_001","0.1125923","18kHz-evoked ABR Threshold","9625v31p51560oe"
"MGI:2445173","Ppig","C57BL","Early adult","IMPC_EYE_092_002","0.1735297","Retina (combined)","9628fa2a7dz5dz3"
"MGI:1915349","Cibar1","C57BL","Early adult","M-G-P_025_001_014","0.7595978","Alanine aminotransferase","9628x8uhq77w72w"
"MGI:99878","Ppm1a","C57BL","Early adult","IMPC_OFD_020_001","0.4769986","Distance travelled - total","96298g6i4jrh94h"
"mgi:96441","Igfbp6","C57BL","Early adult","IMPC_CBC_020_001","0.7688441","Fructosamine","963464668ebfavg"
"MGI:1925927","Rnf20","C56BL","E12.5","IMPC_OFD_013_001","0.5792471","Periphery average speed","96367971c1910mc"
"MGI:1196234","Ccdc69","C57BL","Early adult","IMPC_OFD_050_001","0.4788896","Percentage center movement time","9637ycl63otcj56"
"MGI:1917565","Hdac8","C57BL","Early adult","IMPC_ABR_006_001","0.7836811","12kHz-evoked ABR Threshold","963l0u7x1e6ap64"
"MGI:1349438","Mprip","C51BL","Early adult","IMPC_ECG_004_001","0.728138","RR","963u056x90894gs"
"MGI:1338849","S100a3","C57BL","Early adult","GMC_914_001_002","0.2200285","Body temperature rectal","96481ot2mp3812u"
"MGI:107536","Lgals4","C57BL","Early adult","IMPC_DXA_008_001","0.8635145","Lean/Body weight","964wyz20k27sc1t"
"MGI:1349438","Mprip","C57BL","E9.5","ESLIM_015_001_015","0.5448338","Alkaline phosphatase","9652ha2h0tjwov2"
"MGI:1925836","Srbd1","C57BL","E9.5","IMPC_CSD_036_001","0.7195692","Startle response","965769g9j3t421m"
"MGI:1925927","Rnf20","C57BL","E15.5","IMPC_ACS_037_001","0.9828067","% Pre-pulse inhibition - Global","965dma7ezsbh565"
"MGI:2444611","Ipo8","C57BL","Early adult","IMPC_CBC_014_001","0.5932769","Alkaline phosphatase","966992fmofl044x"
"MGI:1925836","Srbd1","C57BL","Late adult","IMPC_DXA_008_001","0.1789304","Lean/Body weight","966a717y3b2ooct"
"MGI:1929691","Slc15a3","C57BL","Early adult","IMPC_CBC_018_001","0.5392065","Glucose","96702pl4i1403j2"
"MGI:1923760","Trappc9","C57BL","Early adult","JAXLA_EYE_016_001","0.1696677","Lens","96717lkr683y1cw"
"MGI:1351869","Pdxk","C57BL","Early adult","IMPC_EYE_016_001","0.8874296","Lens","9677x9whjlafpq1"
"MGI:1201374","Anxa8","C57BL","Early adult","CCP_XRY_018_001","0.8511807","Shape of vertebrae","96789r4klhzehm0"
"MGI:1349438","Mprip","C57BL","E9.5","IMPC_CSD_028_001","0.7690358","Snout size","967l8g73l95uw1e"
"MGI:1917036","Tprkb","C57BL","E9.5","IMPC_CSD_039_001","0.2402821","Limb grasp","967t48g86c33eqi"
"MGI:1915349","Cibar1","C57BL","Early adult","JAX_LDT_005_001","0.7212843","Time mobile dark side","967w45mu2iqqte3"
"MGI:1914243","Smarcd3","C57BL","Early adult","IMPC_EMA_024_001","0.1397237","Embryo size","967xi6j688u26uf"
"MGI:2444354","Arid4a","129SV","Early adult","HRWLLA_HEM_030_001","0.9505164","Neutrophil cell count","9685e4803bc7l60"
"MGI:88587","Cyp19a1","C57BL","Late adult","IMPC_INS_001_001","0.9972463","Insulin","9687yi258265684"
"MGI:2138828","Eps8l2","C57BL","Early adult","GMC_920_001_013","0.9063832","sTV-active","9693w8bu7bez52r"
"MGI:1923012","Aftph","C57BL","Early adult","IMPC_XRY_033_001","0.4536493","Tibia length","96980ji48ff648w"
"MGI:1349438","Mprip","C57BL","E15.5","IMPC_IPG_010_001","0.2092674","Fasted blood glucose concentration","969ij844xm2ew71"
"MGI:107162","Ppp3cc","C57BL","Early adult","IMPC_CBC_002_001","0.6454303","Potassium","969l66p19we83bg"
"MGI:88439","Cntf","C57BL","Early adult","IMPC_CSD_036_001","0.8939874","Startle response","969l8d100im1rcu"
"MGI:2446460","Tpte","C57BL","Early adult","TCP_CHL_056_001","0.8058324","baseline Tidal volume","969qll5085sle6g"
"MGI:1927204","Gosr2","C57BL","Early adult","JAX_OFD_009_001","0.4813312","Whole arena average speed","96b58t6lqe3u893"
"MGI:1890127","Plxnc1","C57BL","Early adult","IMPC_EYE_023_001","0.4146968","Optic Disc","96bb04ed2075i1c"
"MGI:2685047","Hmcn1","C57BL","Early adult","IMPC_CBC_008_001","0.938961","Total bilirubin","96d2f535z2bps63"
"MGI:1349438","Mprip","C57BL","Early adult","TCP_CHL_080_001","0.9993904","50 Mch Expiratory time","96dluge1yxql7s5"
"MGI:1925927","Rnf20","C57BL","E12.5","ESLIM_013_001_005","0.124002","Left retina structure","96dy2319ofi6x5a"
"MGI:2442910","Niban2","C57BL","Early adult","IMPC_OFD_022_001","0.1513485","Percentage center time","96e935wdi1453y5"
"MGI:1914109","Slc16a9","C57BL","Early adult","MGP_CSD_068_001","0.9977048","Vibrissae","96f834n900qz79l"
"MGI:2146468","Urb1","C57BL","Late adult","IMPC_HEM_035_001","0.9712259","Eosinophil differential count","96fqyh83zlwmex2"
"MGI:1201374","Anxa8","C57BL","Early adult","ESLIM_015_001_009","0.09433395","Calcium","96g69oq6a19ubmf"
"MGI:1098801","Otud4","C57BL","Early adult","GMC_905_001_006","0.9305612","Mean corpuscular volume","96gq9g7j55qwbi2"
"MGI:1917036","Tprkb","C57BL","Early adult","IMPC_OFD_022_001","0.2952729","Percentage center time","96h50kc930k1g33"
"MGI:1344333","Mid2","C57BL",NA,"HRWLLA_CSD_030_001","0.3603609","Tremor","96h797q0q16j39g"
"MGI:1351869","Pdxk","C57BL","Early adult","IMPC_CBC_016_001","0.1689544","HDL-cholesterol","96i71o393ebn629"
"MGI:2682314","Zc3h4","C57BL","E9.5","IMPC_EYE_025_001","0.501961","Retinal Blood Vessels Structure","96k992382vqohc6"
"MGI:1918319","Stox2","C57BL","Early adult","JAX_OFD_020_001","0.5136759","Distance travelled - total","96l7408d223270i"
"MGI:104859","Selenbp2","C57BL","Early adult","ESLIM_011_001_001","0.07901947","BN startle magnitude","96nehcb7ga5c31w"
"MGI:1920723","Iws1","C57BL","E9.5","IMPC_HEM_034_001","0.1177762","Monocyte cell count","96o60kc94klkzt7"
"MGI:1917036","Tprkb","C57BL","E9.5","IMPC_OFD_050_001","0.5452202","Percentage center movement time","96p2g9cbbjag6tv"
"MGI:2442782","Baz2b","C57BL","Early adult","IMPC_DXA_009_001","0.8201102","Fat/Body weight","96ph6s487vr8jx9"
"MGI:1196234","Ccdc69","C57BL","Early adult","IMPC_CBC_005_001","0.9321705","Creatinine","96po3v5k8vm13pu"
"MGI:1101781","Elf3","C57BL","Early adult","HRWLLA_OFD_014_001","0.8326945","Center distance travelled","96q2920v1800cl9"
"MGI:1918252","Mex3b","C57BL","Early adult","MGP_IMM_067_001","0.9507051","CD11b-low cDC - % of cDC","96qa8k7krp6qgn7"
"MGI:1277143","Gtf2h3","C57BL","E12.5","IMPC_HEM_032_001","0.4836142","Lymphocyte cell count","96rg1901y63nxy6"
"MGI:1276533","Ncoa2","C57BL","Early adult","HRWLLA_HEM_008_001","0.6250139","Platelet count","96uis90z58411k7"
"MGI:98446","Med22","C57BL","Early adult","IMPC_OFD_010_001","0.8700504","Periphery distance travelled","96v470451igq48d"
"MGI:88587","Cyp19a1","C57BL","Early adult","HRWLLA_HEM_001_001","0.5677109","White blood cell count","96votkpk152x8v8"
"MGI:2138828","Eps8l2","C57BL","Early adult","IMPC_OFD_014_001","0.4636464","Center distance travelled","96x2638k7s7zc1d"
"MGI:2146468","Urb1","C57BL","e9.5","IMPC_XRY_012_001","0.9145726","Pelvis","96x4f51exdkkhli"
"MGI:1917565","Hdac8","C57BL","Early adult","HRWLLA_CSD_029_001","0.8559082","Activity (body position)","96xa7bhv502voq0"
"MGI:1890127","Plxnc1","C57BL","Early adult","IMPC_EYE_092_001","0.7889628","Retina (combined)","96y460z86f8p43d"
"MGI:1914243","Smarcd3","C57BL","Early adult","TCP_CHL_056_001","0.2964209","baseline Tidal volume","9707g76e701n3qi"
"MGI:1277143","Gtf2h3","C57BL","E12.5","IMPC_OFD_012_001","0.921117","Periphery permanence time","970xnsu551708md"
"MGI:2442782","Baz2b","C57BL","Early adult","IMPC_FEA_106_001","0.1704915","Difference in Cue Tone and Cue Baseline % Freezing","970z8066zb049x0"
"MGI:97525","Pde6b","C57BL","Early adult","IMPC_XRY_018_001","0.5342037","Shape of vertebrae","97119w2b1v9xx4y"
"MGI:2181434","Phc3","C57BL","Early adult","GMC_908_001_001","0.3793648","Bodyweight","9712s958bfzrb31"
"MGI:2442910","Niban2","C57BL","Early adult","JAX_OFD_007_001","0.7326406","Whole arena resting time","971554fl9176nx3"
"MGI:1333877","Gpr50","C57BL","Early adult","IMPC_GEP_004_002","0.6145547","Spontaneous movement","971937pvlwc2u43"
"MGI:1923760","Trappc9","C57BL","Early adult","HRWLLA_OFD_009_001","0.743219","Whole arena average speed","971d4ycg89b646k"
"MGI:1915476","Efcab2","C57BL","Early adult","HRWLLA_OFD_014_001","0.6089665","Center distance travelled","971gb88na023583"
"MGI:1913591","Eid3","C57BL","Early adult","IMPC_CSD_039_001","0.204639","Limb grasp","971l89754l768v3"
"MGI:97525","Pde6b","C3H","Early adult","IMPC_CBC_006_001","0.1603888","Total protein","971s1o92oo50d1m"
"MGI:107634","Larp7","C57BL","Early adult","GMC_920_001_001","0.2443399","Body weight","972645333mm4ukv"
"MGI:2442782","Baz2b","C57BL","Early adult","ESLIM_015_001_002","0.4911683","Urea","972wgg2082k0mm9"
"MGI:2444354","Arid4a","129SV","Early adult","MGP_IMM_101_001","0.7885533","KLRG1+ NK cells - % of CD45+","973k1ni23p9siz1"
"C57BL","Early adult","0.9733702","Ncoa2","IMPC_ACS_035_001","MGI:1276533","% Pre-pulse inhibition - PPI3","974qoy80pa2ez7v"
"MGI:88439","Cntf","C57BL","Early adult","HRWLLA_OFD_013_001","0.817059","Periphery average speed","9750w48f313f135"
"MGI:109552","Il4i1","C57BL","Early adult","IMPC_HEM_038_001","0.3015534","Basophil differential count","9751n02gt5d41ki"
"MGI:1099431","Sptlc1","C57BL","Early adult","MGP_PBI_038_001","0.6374699","Ly6Clow monocyte number","9756l70k21fomeo"
"MGI:1353578","Pttg1","C57BL","Early adult","GMC_921_001_002","0.8022081","Body weight","975900ht7nbw957"
"MGI:1915349","Cibar1","C57BL","Early adult","HRWLLA_HEM_008_001","0.8598399","Platelet count","9771860n51phiqq"
"MGI:1929691","Slc15a3","C57BL","Early adult","IMPC_DXA_008_001","0.5251497","Lean/Body weight","9773zkj6amm232r"
"MGI:2389177","Lrrtm3","C57BL","Early adult","IMPC_HEM_027_001","0.7238009","Red blood cell distribution width","9776v57445hu8ot"
"MGI:1353578","Pttg1","C57BL","Early adult","IMPC_DXA_006_001","1.180619","Body length","977l8pzk7id3315"
"mgi:2441932","Prepl","C57BL","Early adult","ESLIM_015_001_002","0.7878754","Urea","978090n7wt1f054"
"MGI:1925836","Srbd1","C57BL","Early adult","IMPC_HEM_034_001","0.5531845","Monocyte cell count","9788g0x330s7a7z"
"MGI:1914243","Smarcd3","C57BL","Early adult","IMPC_CSD_039_001","0.3025333","Limb grasp","978gw2g75jlpi7p"
"MGI:1201374","Anxa8","C57BL","Early adult","IMPC_CBC_016_001","0.3481127","HDL-cholesterol","978i46bx921zo4o"
"MGI:1925836","Srbd1","C57BL","E9.5","IMPC_HEM_033_001","0.5717671","Monocyte differential count","978n963n6w32zb9"
"MGI:3648212","Klhdc7b","C57BL","Middle aged adult","TCP_CHL_067_001","0.1588912","PBS Peak Inspiratory Flow","97948duo0e35yg1"
"MGI:3652053","Gm13889","C57BL","Early adult","MGP_IMM_066_001","0.5749976","CD11b-high cDC - % of cDC","979951vhff1vyc9"
"MGI:88587","Cyp19a1","C57BL","Middle aged adult","IMPC_CSD_023_001","0.1585606","Vibrissae - presence","979a852h5j4i144"
"MGI:1349438","Mprip","C57BL","E9.5","ESLIM_013_001_005","0.9931395","Left retina structure","979d45x83o0a03v"
"MGI:2450016","Nox1","C57BL","Early adult","ESLIM_008_001_001","0.8344444","Body position","979ys9v888rnamv"
"MGI:2441932","Prepl","C57BL","Early adult","IMPC_HEM_002_001","0.2762264","Red blood cell count","97a3k15yj2t06gm"
"MGI:1915349","Cibar1","C57BL","Early adult","ESLIM_013_001_001","0.6329464","Eye","97a5c3qx052f350"
"MGI:2685830","Nsl1","C57BL","Early adult","IMPC_HEM_027_001","0.0997656","Red blood cell distribution width","97cxq9od4q1kb9g"
"MGI:1914109","Slc16a9","C57BL","Early adult","impc_ofd_009_001","0.8225737","Whole arena average speed","97d3i9r1v4xtwa5"
"MGI:2181434","Phc3","C57BL","Early adult","mgp_pbi_016_001","0.6461955","Monocyte percentage","97d4t7i422ov803"
"MGI:1925505","Ralgps2","C57BL","Early adult","ESLIM_015_001_010","0.3282799","Phosphorus","97dg54hptjb147j"
"MGI:1349438","Mprip","C57BL","E12.5","IMPC_CSD_033_001","0.9377685","Gait","97ezah8484e3xpt"
"MGI:2682314","Zc3h4","C57BL","Early adult","IMPC_EYE_023_001","0.6274555","Optic Disc","97f2lff155y4jz8"
"Lymphocyte differential count","MGI:1913591","Eid3","HRWLLA_HEM_031_001","97g457218qz717j","0.9888343","C57BL","Early adult"
"MGI:1914243","Smarcd3","C57BL","E15.5","IMPC_DXA_003_001","0.3799625","Lean mass","97h4lft6bw5i0i0"
"MGI:1925927","Rnf20","C57BL","E12.5","GMC_921_001_002","0.3607056","Body weight","97hxfq050y2ds18"
"MGI:1929691","Slc15a3","C57BL","Early adult","IMPC_DXA_002_001","0.7864267","Fat mass","97i7golu8uus9eg"
"MGI:1914281","Upf3a","C57BL","Early adult","MGP_PBI_038_001","0.2686908","Ly6Clow monocyte number","97j9s478b16dl01"
"MGI:1277143","Gtf2h3","C57BL","E9.5","IMPC_HEM_029_001","0.09229028","Neutrophil differential count","97ki593q2i3g575"
"MGI:1925927","Rnf20","C57BL","E12.5","MGP_IMM_101_001","0.7917193","KLRG1+ NK cells - % of CD45+","97kudeq1f530287"
"MGI:1913591","Eid3","C57BL","Early adult","IMPC_DXA_006_001","0.7836913","Body length","97l466by16xe8f2"
"MGI:1341868","Rfc2","C57BL","E9.5","IMPC_XRY_055_001","0.9369791","Shape of spine","97m3otwzn18usbc"
"MGI:1914815","Gramd2b","C57BL","Middle aged adult","MGP_IMM_101_001","1.181001","KLRG1+ NK cells - % of CD45+","97n279a85g4ap9a"
"MGI:1914243","Smarcd3","C57BL","E15.5","IMPC_CBC_016_001","0.05350392","HDL-cholesterol","97ovw5vs78kxo4e"
"MGI:1915383","Gcsh","C57BL","Early adult","HRWLLA_HEM_030_001","0.6297514","Neutrophil cell count","97owr8a287ak5j0"
"MGI:1914281","Upf3a","C57BL","Early adult","GMC_905_001_006","0.9669711","Mean corpuscular volume","97p2iw4s37i596y"
"MGI:2143539","Gls2","C57BL","Middle aged adult","GMC_906_001_005","0.5659527","Potassium","97pb4zjshe7p861"
"MGI:1914815","Gramd2b","C57BL","Early adult","IMPC_GRS_010_001","0.576353","Forelimb grip strength normalised against body weight","97pt314p5295p6q"
"MGI:1917565","Hdac8","C57BL","Early adult","IMPC_EYE_054_001","0.2728809","Min left eye lens density","97q07430i3m2961"
"MGI:1333877","Gpr50","C57BL","Early adult","JAXLA_CSD_013_001","0.7761264","Coat - hair distribution - abdomen","97q168x3650o9l8"
"MGI:1344333","Mid2","C57BL",NA,"M-G-P_025_001_014","0.9655717","Alanine aminotransferase","97q226ez740233h"
"MGI:1913687","Fis1","C57BL","Early adult","IMPC_GPP_002_001","0.4493243","Placenta Morphology","97rn3r9203i258v"
"MGI:1277143","Gtf2h3","C57BL","E12.5","MGP_IMM_067_001","0.3648292","CD11b-low cDC - % of cDC","97tnn93dhu3k95j"
"MGI:1925836","Srbd1","C57BL","Early adult","CCP_XRY_060_001","0.7845785","Transitional vertebrae","97ua6y3vum5bj44"
"MGI:1336186","Agpat3","129SV","Early adult","IMPC_EYE_092_002","0.9351188","Retina (combined)","97uz458qlq84gvj"
"97w347ixtf9l7ft","IMPC_ABR_008_001","18kHz-evoked ABR Threshold","Lzts1","C57BL","0.1850602","Early adult","MGI:2684762"
"MGI:1925836","Srbd1","C57BL","Late adult","HRWL_OWT_001_001","0.3150887","Spleen weight","97w93mqng0e0jx5"
"MGI:1098801","Otud4","C57BL","Early adult","ESLIM_015_001_018","0.701967","Triglyceride","97xbc452912k4sx"
"MGI:2146468","Urb1","C57BL","Late adult","IMPC_GPP_002_001","0.7148127","Placenta Morphology","97xcj3nr0qp0d00"
"MGI:1917036","Tprkb","C57BL","E9.5","IMPC_HEM_031_001","0.4123489","Lymphocyte differential count","97xt788qwfa1889"
"MGI:2446460","Tpte","C57BL","Early adult","IMPC_GRS_010_001","0.7978917","Forelimb grip strength normalised against body weight","97xz00if1qg3472"
"MGI:2146468","Urb1","C55BL","Late adult","IMPC_DXA_008_001","0.1207323","Lean/Body weight","97zm5e6532m41uw"
