impcParameterOrigId,name,description,isMandatory
30762,Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE
30763,Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE
30764,Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE
30765,Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE
30766,Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE
30767,Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE
30768,Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE
30769,Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE
30770,Insulin Blood Level,The insulin concentration in the blood is an important indicator of diabetes.Ontological description: abnormal circulating insulin level [MP:0001560]; increased circulating insulin level [MP:0002079]; decreased circulating insulin level [MP:0002727].,FALSE
44181,Gross Morphology Embryo E12.5,No description available,FALSE
44182,Gross Morphology Embryo E12.5,No description available,FALSE
44183,Gross Morphology Embryo E12.5,No description available,FALSE
44184,Gross Morphology Embryo E12.5,No description available,FALSE
44185,Gross Morphology Embryo E12.5,No description available,FALSE
44186,Gross Morphology Embryo E12.5,No description available,FALSE
44187,Gross Morphology Embryo E12.5,No description available,FALSE
44188,Gross Morphology Embryo E12.5,No description available,FALSE
44189,Gross Morphology Embryo E12.5,No description available,FALSE
44190,Gross Morphology Embryo E12.5,No description available,FALSE
44191,Gross Morphology Embryo E12.5,No description available,FALSE
44192,Gross Morphology Embryo E12.5,No description available,FALSE
44193,Gross Morphology Embryo E12.5,No description available,FALSE
44194,Gross Morphology Embryo E12.5,No description available,FALSE
44195,Gross Morphology Embryo E12.5,No description available,FALSE
44196,Gross Morphology Embryo E12.5,No description available,FALSE
44197,Gross Morphology Embryo E12.5,No description available,FALSE
44198,Gross Morphology Embryo E12.5,No description available,FALSE
44199,Gross Morphology Embryo E12.5,No description available,FALSE
44200,Gross Morphology Embryo E12.5,No description available,FALSE
44201,Gross Morphology Embryo E12.5,No description available,FALSE
44202,Gross Morphology Embryo E12.5,No description available,FALSE
44203,Gross Morphology Embryo E12.5,No description available,FALSE
44204,Gross Morphology Embryo E12.5,No description available,FALSE
44205,Gross Morphology Embryo E12.5,No description available,FALSE
44206,Gross Morphology Embryo E12.5,No description available,FALSE
44207,Gross Morphology Embryo E12.5,No description available,FALSE
44208,Gross Morphology Embryo E12.5,No description available,FALSE
44209,Gross Morphology Embryo E12.5,No description available,FALSE
44210,Gross Morphology Embryo E12.5,No description available,FALSE
44211,Gross Morphology Embryo E12.5,No description available,FALSE
44212,Gross Morphology Embryo E12.5,No description available,FALSE
44213,Gross Morphology Embryo E12.5,No description available,FALSE
44214,Gross Morphology Embryo E12.5,No description available,FALSE
44215,Gross Morphology Embryo E12.5,No description available,FALSE
44216,Gross Morphology Embryo E12.5,No description available,FALSE
44217,Gross Morphology Embryo E12.5,No description available,FALSE
44218,Gross Morphology Embryo E12.5,No description available,FALSE
44219,Gross Morphology Embryo E12.5,No description available,FALSE
44220,Gross Morphology Embryo E12.5,No description available,FALSE
44221,Gross Morphology Embryo E12.5,No description available,FALSE
44222,Gross Morphology Embryo E12.5,No description available,FALSE
44223,Gross Morphology Embryo E12.5,No description available,FALSE
44224,Gross Morphology Embryo E12.5,No description available,FALSE
44225,Gross Morphology Embryo E12.5,No description available,FALSE
44226,Gross Morphology Embryo E12.5,No description available,FALSE
44227,Gross Morphology Embryo E12.5,No description available,FALSE
44228,Gross Morphology Embryo E12.5,No description available,FALSE
44229,Gross Morphology Embryo E12.5,No description available,FALSE
44230,Gross Morphology Embryo E12.5,No description available,FALSE
44231,Gross Morphology Embryo E12.5,No description available,FALSE
44232,Gross Morphology Embryo E12.5,No description available,FALSE
44233,Gross Morphology Embryo E12.5,No description available,FALSE
44234,Gross Morphology Embryo E12.5,No description available,FALSE
44235,Gross Morphology Embryo E12.5,No description available,FALSE
44236,Gross Morphology Embryo E12.5,No description available,FALSE
44237,Gross Morphology Embryo E12.5,No description available,FALSE
44238,Gross Morphology Embryo E12.5,No description available,FALSE
44239,Gross Morphology Embryo E12.5,No description available,FALSE
44240,Gross Morphology Embryo E12.5,No description available,FALSE
21172,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21173,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21174,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21175,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21176,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21177,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21178,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21179,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21180,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21181,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21182,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21183,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21184,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21185,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21186,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21187,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21188,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21189,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21190,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21191,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21192,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21193,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21194,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21195,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21196,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21197,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
21198,Hematology,Hematological assessment of blood determines blood cell counts (white blood cells red blood cells hemoglobin and platelets) and additional hematological parameters (hematocrit mean cell volume mean corpuscular hemoglobin mean cell hemoglobin concentration) can be derived using these indices. These tests will indicate abnormalities in the production of blood and its components (blood cells and hemoglobin) as well as in the associated blood-forming organs. Ontological description: MP:0002429 - abnormal blood cell morphology/development.,TRUE
16384,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16385,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16386,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16387,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16388,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16389,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16390,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16391,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16392,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16393,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16394,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16395,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16396,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16397,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16398,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16399,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16400,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16401,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16402,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16403,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16404,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16405,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16406,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16407,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16408,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16409,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16410,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16411,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16412,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16413,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16414,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16415,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16416,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16417,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16418,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16419,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16420,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16421,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16422,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16423,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16424,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16425,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16426,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16427,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16428,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16429,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16430,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16431,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
16432,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
74092,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
90893,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
90894,Open Field,The Open Field test is used to assess anxiety and exploratory behaviors. It is based on the natural tendency of an animal to explore and to protect itself using avoidance which translates to a normal animal spending more time in the periphery of the Open Field arena than in the center (the most anxiogenic area).,TRUE
30936,Indirect Calorimetry,No description available,FALSE
30937,Indirect Calorimetry,No description available,FALSE
30938,Indirect Calorimetry,No description available,FALSE
30939,Indirect Calorimetry,No description available,FALSE
30940,Indirect Calorimetry,No description available,FALSE
30941,Indirect Calorimetry,No description available,FALSE
30942,Indirect Calorimetry,No description available,FALSE
30943,Indirect Calorimetry,No description available,FALSE
30944,Indirect Calorimetry,No description available,FALSE
30945,Indirect Calorimetry,No description available,FALSE
30946,Indirect Calorimetry,No description available,FALSE
30947,Indirect Calorimetry,No description available,FALSE
30948,Indirect Calorimetry,No description available,FALSE
30949,Indirect Calorimetry,No description available,FALSE
30950,Indirect Calorimetry,No description available,FALSE
30951,Indirect Calorimetry,No description available,FALSE
30952,Indirect Calorimetry,No description available,FALSE
30953,Indirect Calorimetry,No description available,FALSE
30954,Indirect Calorimetry,No description available,FALSE
30955,Indirect Calorimetry,No description available,FALSE
30956,Indirect Calorimetry,No description available,FALSE
30957,Indirect Calorimetry,No description available,FALSE
30958,Indirect Calorimetry,No description available,FALSE
30959,Indirect Calorimetry,No description available,FALSE
30960,Indirect Calorimetry,No description available,FALSE
30961,Indirect Calorimetry,No description available,FALSE
30962,Indirect Calorimetry,No description available,FALSE
30963,Indirect Calorimetry,No description available,FALSE
30964,Indirect Calorimetry,No description available,FALSE
