"impcParameterOrigId","name","description","parameterId"
52110," Light-Dark boxs walls opaque, light_dark_box_s_walls_opaque, IMPC_LDT_027_001
52111, Light-Dark box set-up, light_dark_box_set_up, IMPC_LDT_028_001
52112, Light side arena dimensions (L x W x H in mm), light_side_arena_dimensions_l_x_w_x_h_in_mm, IMPC_LDT_029_001
52113, Dark side arena dimensions (L x W x H in mm), dark_side_arena_dimensions_l_x_w_x_h_in_mm, IMPC_LDT_030_001
52114, Entry way dimensions (L x W x H in mm), entry_way_dimensions_l_x_w_x_h_in_mm, IMPC_LDT_031_001
67722, Time spent in the light side in the first 5 minutes, , IMPC_LDT_032_001
67723, Test duration, , IMPC_LDT_033_001
67724, Software version, , IMPC_LDT_034_001
21172, White blood cell count, white_blood_cell_count, IMPC_HEM_001_001
21173, Red blood cell count, red_blood_cell_count, IMPC_HEM_002_001
21174, Hemoglobin, hemoglobin, IMPC_HEM_003_001
21175, Hematocrit, hematocrit, IMPC_HEM_004_001
21176, Mean cell volume, mean_cell_volume, IMPC_HEM_005_001
21177, Mean corpuscular hemoglobin, mean_corpuscular_hemoglobin, IMPC_HEM_006_001
21178, Mean cell hemoglobin concentration, mean_cell_hemoglobin_concentration, IMPC_HEM_007_001
21179, Platelet count, platelet_count, IMPC_HEM_008_001
21180, Equipment ID, equipment_name, IMPC_HEM_009_001
21181, Equipment manufacturer, equipment_manufacturer, IMPC_HEM_010_001
21182, Equipment model, equipment_model, IMPC_HEM_011_001
21183, Anesthesia used for blood collection, anesthesia_used_for_blood_collection, IMPC_HEM_012_001
21184, Method of blood collection, method_of_blood_collection, IMPC_HEM_013_001
21185, Anticoagulant, anticoagulant, IMPC_HEM_014_001
21186, Samples kept on ice between collection and analysis, samples_kept_on_ice_between_collection_and_analysis_, IMPC_HEM_018_001
21187, ID for blood collection SOP, id_for_blood_collection_sop, IMPC_HEM_020_001
21188, Date and time of blood collection, date_and_time_of_blood_collection, IMPC_HEM_021_001
21189, Date of measurement, date_of_measurement, IMPC_HEM_022_001
21190, Chip card number, chip_card_number, IMPC_HEM_023_001
21191, Blood collection experimenter ID, , IMPC_HEM_024_001
21192, Date equipment last calibrated, , IMPC_HEM_025_001
21193, Storage temperature from blood collection until measurement, NA, IMPC_HEM_026_001
21194, Blood collection tubes, , IMPC_HEM_015_001
21195, Date and time of sacrifice, NA, IMPC_HEM_016_001
21196, Blood analysis experimenter ID, , IMPC_HEM_017_001
21197, Mean platelet volume, , IMPC_HEM_019_001
21198, Red blood cell distribution width, , IMPC_HEM_027_001
40531, Placenta Development, placenta_development, IMPC_GPP_001_001
40532, Placenta Morphology, placenta_morphology, IMPC_GPP_002_001
40533, Placenta Vasculature, placenta_vasculature, IMPC_GPP_003_001
40534, Placenta Size, placenta_size, IMPC_GPP_004_001
40535, Umbilical cord morphology, umbilical_cord_morphology, IMPC_GPP_005_001
40536, Comment on image, comment_on_image, IMPC_GPP_006_001
40537, Images, images, IMPC_GPP_007_001
40538, Experimenter ID, experimenter_id, IMPC_GPP_008_001
40539, Equipment ID, equipment_id, IMPC_GPP_009_001
40540, Equipment Manufacturer, equipment_manufacturer, IMPC_GPP_010_001
40541, Equipment Model, equipment_model, IMPC_GPP_011_001
40542, Fixative, fixative, IMPC_GPP_012_001
40543, Time of Dissection, time_of_dissection, IMPC_GPP_013_001
40544, Somite Stage, somite_stage, IMPC_GPP_014_001
40545, Time of dark cycle start, time_of_dark_cycle_start, IMPC_GPP_015_001
40546, Time of dark cycle end, time_of_dark_cycle_end, IMPC_GPP_016_001
40547, Date equipment last calibrated, date_equipment_last_calibrated, IMPC_GPP_017_001
40548, Placenta color, NA, IMPC_GPP_018_001
31377, Viability Outcome, , IMPC_VIA_001_001
31378, Additional Outcome, , IMPC_VIA_002_001
31379, Total pups, , IMPC_VIA_003_001
31380, Total pups WT, , IMPC_VIA_004_001
31381, Total pups heterozygous, , IMPC_VIA_005_001
31382, Total pups homozygous, , IMPC_VIA_006_001
31383, Total male WT, , IMPC_VIA_007_001
31384, Total male heterozygous, , IMPC_VIA_008_001
31385, Total male homozygous, , IMPC_VIA_009_001
31386, Total male pups, , IMPC_VIA_010_001
31387, Total female WT, , IMPC_VIA_011_001
31388, Total female heterozygous, , IMPC_VIA_012_001
31389, Total female homozygous, , IMPC_VIA_013_001
31390, Total female pups, , IMPC_VIA_014_001
31391, % pups WT, NA, IMPC_VIA_015_001
31392, Free Comment, , IMPC_VIA_016_001
31393, Average litter size, , IMPC_VIA_017_001
31394, % pups heterozygous, , IMPC_VIA_018_001
31395, % pups homozygous, , IMPC_VIA_019_001
31396, % male WT, , IMPC_VIA_020_001
31397, % male heterozygous, , IMPC_VIA_021_001
31398, % male homozygous, , IMPC_VIA_022_001
31399, % female WT, , IMPC_VIA_023_001
31400, % female heterozygous, , IMPC_VIA_024_001
31401, % female homozygous, , IMPC_VIA_025_001
31402, Female age earliest start, , IMPC_VIA_026_001
31403, Female age oldest end, , IMPC_VIA_027_001
31404, Time of dark cycle start, , IMPC_VIA_028_001
31405, Time of dark cycle end, , IMPC_VIA_029_001
31406, Age of pups at genotype, , IMPC_VIA_030_001
31407, Breeding Strategy, , IMPC_VIA_031_001
31408, P-value for outcome call, , IMPC_VIA_032_001
31409, Additional Subviable Outcome, NA, IMPC_VIA_033_001
67597, Welfare terms, Welfare term(s) that categorise the issue(s), IMPC_WEL_001_001
67598, Free-text comments, Free-text comments describing the welfare issue(s), IMPC_WEL_002_001
67599, Images, Images to visually document welfare issue(s), IMPC_WEL_003_001
67600, Date of observation, Date the welfare issue(s) were observed, IMPC_WEL_004_001
74120, Animal Status, , IMPC_WEL_005_001
40655, Embryo reconstruction, , IMPC_EOL_001_001
40656, Experimenter ID, NA, IMPC_EOL_002_001
40657, Equipment ID, NA, IMPC_EOL_003_001
40658, Equipment Manufacturer, NA, IMPC_EOL_004_001
40659, Equipment Model, NA, IMPC_EOL_005_001
40660, Image Pixel Size, NA, IMPC_EOL_006_001
40661, E9.5 OPT preperation protocol, NA, IMPC_EOL_007_001
40662, Date equipment last calibrated, NA, IMPC_EOL_008_001
40663, Date of Sacrifice, NA, IMPC_EOL_009_001
40664, Date Preparation Finished, NA, IMPC_EOL_010_001
40665, Date of Scan, NA, IMPC_EOL_011_001
40666, Screenshots, , IMPC_EOL_012_001
52270, Embryo reconstruction, , IMPC_EMO_001_001
52271, Experimenter ID, NA, IMPC_EMO_002_001
52272, Equipment ID, NA, IMPC_EMO_003_001
52273, Equipment Manufacturer, NA, IMPC_EMO_004_001
52274, Equipment Model, NA, IMPC_EMO_005_001
52275, Equipment Version, NA, IMPC_EMO_006_001
52276, Image Pixel Size, NA, IMPC_EMO_007_001
52277, E14.5-E15.5 MicroCT Preparation protocol, , IMPC_EMO_008_001
52278, Object to Source, NA, IMPC_EMO_009_001
52279, Camera to Source, NA, IMPC_EMO_010_001
52280, Date equipment last calibrated, NA, IMPC_EMO_011_001
52281, Date of Sacrifice, NA, IMPC_EMO_012_001
52282, Date Preparation Finished, NA, IMPC_EMO_013_001
52283, Date of Scan, NA, IMPC_EMO_014_001
52284, Source Voltage, NA, IMPC_EMO_015_001
52285, Source Current, NA, IMPC_EMO_016_001
52286, Screenshots, , IMPC_EMO_017_002
52287, 3rd ventricle, 3rd_ventricle, IMPC_EMO_018_001
52288, Median sulcus, median_sulcus, IMPC_EMO_019_001
52289, 4th ventricle, 4th_ventricle, IMPC_EMO_020_001
52290, Adrenal gland, adrenal_gland, IMPC_EMO_021_001
52291, Aorta, aorta, IMPC_EMO_022_001
52292, Arch of aorta, arch_of_aorta, IMPC_EMO_023_001
52293, Heart atrium, heart_atrium, IMPC_EMO_024_001
52294, basioccipital bone, basioccipital_bone, IMPC_EMO_025_001
52295, Bladder, bladder, IMPC_EMO_026_001
52296, Bronchus, bronchus, IMPC_EMO_027_001
52297, Brown fat, brown_fat, IMPC_EMO_028_001
52298, Dorsal root ganglia, dorsal_root_ganglia, IMPC_EMO_029_001
52299, Carotid artery, carotid_artery, IMPC_EMO_030_001
52300, Cerbral aqueduct, cerbral_aqueduct, IMPC_EMO_031_001
52301, Cerebellum, cerebellum, IMPC_EMO_032_001
52302, 4th ventricle choroid plexus, 4th_ventricle_choroid_plexus, IMPC_EMO_033_001
52303, lateral ventricle choroid plexus, lateral_ventricle_choroid_plexus, IMPC_EMO_034_001
52304, Clavicle, clavicle, IMPC_EMO_035_001
52305, Cochlea, cochlea, IMPC_EMO_036_001
52306, Cerebral cortex, cerebral_cortex, IMPC_EMO_037_001
52307, Ductus arteriosus, ductus_arteriosus, IMPC_EMO_038_001
52308, Diaphragm, diaphragm, IMPC_EMO_039_001
52309, Diencephalon, diencephalon, IMPC_EMO_040_001
52310, Limb digit, limb_digit, IMPC_EMO_041_001
52311, Dorsal aorta, dorsal_aorta, IMPC_EMO_042_001
52312, Duodenum, duodenum, IMPC_EMO_043_001
52313, Ejaculatory duct, ejaculatory_duct, IMPC_EMO_044_001
52314, Spinal cord cervical region, spinal_cord_cervical_region, IMPC_EMO_045_001
52315, Epiglottis, epiglottis, IMPC_EMO_046_001
52316, Esophagus, esophagus, IMPC_EMO_047_001
52317, Pharyngo-tympanic tube, pharyngo_tympanic_tube, IMPC_EMO_048_001
52318, Exoccipital bone, exoccipital_bone, IMPC_EMO_049_001
52319, Eyelid, eyelid, IMPC_EMO_050_001
52320, Femur, femur, IMPC_EMO_051_001
52321, Fibula, fibula, IMPC_EMO_052_001
52322, T1 rib, t1_rib, IMPC_EMO_053_001
52323, Soft palate, soft_palate, IMPC_EMO_054_001
52324, Palate, palate, IMPC_EMO_055_001
52325, Gallbladder, gallbladder, IMPC_EMO_056_001
52326, Gluteus maximus , gluteus_maximus, IMPC_EMO_057_001
52327, Hepatic duct, hepatic_duct, IMPC_EMO_058_001
52328, Midgut, midgut, IMPC_EMO_059_001
52329, herniated abdominal wall, herniated_abdominal_wall, IMPC_EMO_060_001
52330, Hindbrain, hindbrain, IMPC_EMO_061_001
52331, Hindgut, hindgut, IMPC_EMO_062_001
52332, Hip, hip, IMPC_EMO_063_001
52333, Hippocampus, hippocampus, IMPC_EMO_064_001
52334, Humerus, humerus, IMPC_EMO_065_001
52335, Hyaloid cavity, hyaloid_cavity, IMPC_EMO_066_001
52336, Hyoid bone, hyoid_bone, IMPC_EMO_067_001
52337, Hypothalamus, hypothalamus, IMPC_EMO_068_001
52338, Inferior vena cava , inferior_vena_cava, IMPC_EMO_069_001
52339, Pituitary gland, pituitary_gland, IMPC_EMO_070_001
52340, Pigmented retinal epiithelium, pigmented_retinal_epiithelium, IMPC_EMO_071_001
52341, Innominate artery, innominate_artery, IMPC_EMO_072_001
52342, Interventricular septum, interventricular_septum, IMPC_EMO_073_001
52343, Intraretinal space, intraretinal_space, IMPC_EMO_074_001
52344, Vomeronasal organ, vomeronasal_organ, IMPC_EMO_075_001
52345, Jejunum, jejunum, IMPC_EMO_076_001
52346, Jugular lymph sac, jugular_lymph_sac, IMPC_EMO_077_001
52347, Kidney, kidney, IMPC_EMO_078_001
52348, Kidney pelvis, kidney_pelvix, IMPC_EMO_079_001
52349, Renal cortex, renal_cortex, IMPC_EMO_080_001
52350, Renal medulla, renal_medulla, IMPC_EMO_081_001
52351, Larynx, larynx, IMPC_EMO_082_001
52352, Lateral ventricle, lateral_ventricle, IMPC_EMO_083_001
52353, Lens, lens, IMPC_EMO_084_001
52354, Limb muscle, limb_muscle, IMPC_EMO_085_001
52355, Liver, liver, IMPC_EMO_086_001
52356, Liver lobe, liver_lobe, IMPC_EMO_087_001
52357, Liver caudate lobe, liver_caudate_lobe, IMPC_EMO_088_001
52358, Ductus venosus, ductus_venosus, IMPC_EMO_089_001
52359, Liver left lobe, liver_left_lobe, IMPC_EMO_090_001
52360, Liver right lobe, liver_right_lobe, IMPC_EMO_091_001
52361, Lower jaw molar, lower_jaw_molar, IMPC_EMO_092_001
52362, Right lung cranial lobe, right_lung_cranial_lobe, IMPC_EMO_093_001
52363, Right lung accessory lobe, right_lung_accessory_lobe, IMPC_EMO_094_001
52364, Right lung caudal lobe, right_lung_caudal_lobe, IMPC_EMO_095_001
52365, Left lung, left_lung, IMPC_EMO_096_001
52366, Right lung middle lobe, right_lung_middle_lobe, IMPC_EMO_097_001
52367, Mandible, mandible, IMPC_EMO_098_001
52368, Masseter, masseter, IMPC_EMO_099_001
52369, Meckels cartilage"," meckel_s_cartilage"," IMPC_EMO_100_001"
44519," Limb Bud Morphology"," limb_bud_morphology"," IMPC_GEO_031_001"
44837," Limb Morphology"," limb_morphology"," IMPC_GEP_037_001"
44520," Limb Plate Morphology"," limb_plate_morphology"," IMPC_GEO_032_001"
38136," Limb grasp"," limb_grasp"," IMPC_CSD_039_001"
37398," Lipase"," lipase"," IMPC_CBC_021_001"
66110," Litter date of birth"," Date of birth of litter"," IMPC_VIA_040_001"
66108," Litter female parent 1 specimen id"," ID of female parent"," IMPC_VIA_038_001"
66109," Litter female parent 2 specimen id"," ID of optional second female parent for trio matings"," IMPC_VIA_039_001"
66107," Litter male parent specimen id"," ID of male parent of litter"," IMPC_VIA_037_001"
27574," Liver"," liver"," IMPC_ALZ_007_001"
44523," Liver Morphology"," liver_morphology"," IMPC_GEO_036_001"
44524," Liver Size"," liver_size"," IMPC_GEO_037_001"
44522," Liver/Biliary"," liver_biliary"," IMPC_GEO_035_001"
38165," Location of test"," location_of_test"," IMPC_CSD_082_001"
38130," Locomotor activity"," locomotor_activity"," IMPC_CSD_032_001"
27569," Lower Urinary Tract"," lower_urinary_tract"," IMPC_ALZ_002_001"
38159," Lower lip morphology"," lower_lip_morphology"," IMPC_CSD_076_001"
38153," Lower teeth appearance"," lower_teeth_appearance"," IMPC_CSD_070_001"
57178," Lumbar vertebrae morphology"," lumbar_vertebrae_morphology"," IMPC_XRY_072_001"
36945," Lung"," lung"," IMPC_PAT_009_002"
27593," Lung"," lungs"," IMPC_ALZ_026_001"
44850," Lung Development"," lung_development"," IMPC_GEP_054_001"
44849," Lung Morphology"," lung_morphology"," IMPC_GEP_053_001"
27575," Lymph Node"," lymph_node"," IMPC_ALZ_008_001"
36956," Lymph node"," lymph_node"," IMPC_PAT_020_002"
29804," Lymphocyte cell count"," A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities both of which are signs of a potential problem."," IMPC_HEM_032_001"
29803," Lymphocyte differential count"," A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities both of which are signs of a potential problem."," IMPC_HEM_031_001"
66105," Male parents genotype"," Genotype of male parent(s)"," IMPC_VIA_035_001"
27576," Mammary gland"," mammary_gland"," IMPC_ALZ_009_001"
19239," Mandibles"," mandibles"," IMPC_XRY_004_001"
19238," Maxilla/Pre-maxilla"," maxilla"," IMPC_XRY_003_001"
52073," Maze ID"," maze_id"," IMPC_YMZ_021_001"
52074," Maze manufacturer"," maze_manufacturer"," IMPC_YMZ_022_001"
52075," Maze model"," maze_model"," IMPC_YMZ_023_001"
29780," Mean cell hemoglobin concentration"," mean_cell_hemoglobin_concentration"," IMPC_HEM_007_001"
29778," Mean cell volume"," mean_cell_volume"," IMPC_HEM_005_001"
29779," Mean corpuscular hemoglobin"," mean_corpuscular_hemoglobin"," IMPC_HEM_006_001"
52370," Medulla oblongata"," medulla_oblongata"," IMPC_EMO_101_001"
27640," Mesenteric Lymph Node"," mesenteric_lymph_node"," IMPC_ALZ_073_001"
27620," Mesenteric adipose tissue"," adipose_mesenteric"," IMPC_ALZ_053_001"
18447," Methacholine challenge: duration of 12.5 mg/ml MCh measurement period"," Length in minutes of the period for measuring reaction to 12.5mg/ml MCh."," IMPC_CHL_024_001"
18448," Methacholine challenge: duration of 25 mg/ml MCh measurement period"," Length in minutes of the period for measuring reaction to 25mg/ml MCh."," IMPC_CHL_025_001"
18449," Methacholine challenge: duration of 50 mg/ml MCh measurement period"," Length in minutes of the period for measuring reaction to 50mg/ml MCh."," IMPC_CHL_030_001"
18446," Methacholine challenge: duration of PBS measurement period"," Length in minutes of the period for measuring reaction to PBS."," IMPC_CHL_023_001"
36971," Method of Blood Collection"," blood_collection"," IMPC_PAT_055_002"
37414," Method of blood collection"," method_of_blood_collection"," IMPC_CBC_037_001"
47828," Method of sacrifice"," method_of_sacrifice"," IMPC_OWT_016_001"
36970," Method of sacrifice"," sacrifice"," IMPC_PAT_054_002"
33593," Microbiological status - acclimation period for live animals - Maximum"," microbiological_status_acclimation_period_for_live_animals_maximum"," IMPC_HOU_062_001"
33592," Microbiological status - acclimation period for live animals - Minimum"," microbiological_status_acclimation_period_for_live_animals_minimum"," IMPC_HOU_061_001"
33589," Microbiological status - closed barrier detail"," microbiological_status_closed_barrier_detail"," IMPC_HOU_058_001"
33595," Microbiological status - is your unit positive for any of the pathogens tested"," microbiological_status_is_your_unit_positive_for_any_of_the_pathogens_tested"," IMPC_HOU_064_001"
33591," Microbiological status - live animals allowed to join the unit"," microbiological_status_live_animals_allowed_to_join_the_unit"," IMPC_HOU_060_001"
33588," Microbiological status - method used to protect the status"," microbiological_status_method_used_to_protect_the_status"," IMPC_HOU_057_001"
33594," Microbiological status - pathogens tested for"," microbiological_status_pathogens_tested_for"," IMPC_HOU_063_001"
89718," Microbiological status - pathogens testing frequency"," microbiological_testing_frequency"," IMPC_HOU_084_001"
33596," Microbiological status - pathogens your unit is positive for"," microbiological_status_pathogens_your_unit_is_positive_for"," IMPC_HOU_065_001"
33590," Microbiological status - quarantine method"," microbiological_status_quarantine_method"," IMPC_HOU_059_001"
89717," Microbiological status - status of your centre"," microbiological_status_status_of_your_centre"," IMPC_HOU_056_001"
44554," Microphthalmia"," microphthalmia"," IMPC_GEO_047_002"
27647," Microscope equipment id"," microscope_equipment_id"," IMPC_ALZ_080_001"
27648," Microscope equipment manufacturer"," microscope_equipment_manufacturer"," IMPC_ALZ_081_001"
27649," Microscope equipment model"," microscope_equipment_model"," IMPC_ALZ_082_001"
52371," Midbrain"," midbrain"," IMPC_EMO_102_001"
42953," Midbrain development"," midbrain_development"," IMPC_GEM_038_001"
52372," Midbrain roof plate"," midbrain_roof_plate"," IMPC_EMO_103_001"
90939," Minimum number of female controls"," number_female_controls"," IMPC_EXD_009_001"
90938," Minimum number of male controls"," number_male_controls"," IMPC_EXD_008_001"
52373," Mitral valve"," mitral_valve"," IMPC_EMO_104_001"
29806," Monocyte cell count"," A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities both of which are signs of a potential problem."," IMPC_HEM_034_001"
29805," Monocyte differential count"," A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities both of which are signs of a potential problem."," IMPC_HEM_033_001"
19001," Mouse Status"," mouse_status"," IMPC_DXA_014_001"
51607," Mouse arenaID"," mouse_arenaid"," IMPC_FEA_063_001"
17745," Mouse chamber ID"," mouse_chamber_id"," IMPC_ACS_025_001"
17750," Mouse chamber dimension"," mouse_chamber_dimension"," IMPC_ACS_030_001"
18306," Mouse restrained"," mouse_restrained"," IMPC_IPG_006_001"
38157," Mouth morphology"," mouth_morphology"," IMPC_CSD_074_001"
44842," Muscle"," muscle"," IMPC_GEP_043_001"
29229," N1 Latency (at each stimulus level)"," n1_latency_at_each_stimulus_level_"," IMPC_ABR_023_001"
29233," N1-N3 Interval (at each stimulus level)"," n1_n3_interval_at_each_stimulus_level_"," IMPC_ABR_027_001"
29231," N3 Latency (at each stimulus level)"," n3_latency_at_each_stimulus_level_"," IMPC_ABR_025_001"
38989," Name of phenotyping project"," name_of_phenotyping_project"," IMPC_EXD_002_001"
38990," Name of pipeline"," name_of_pipeline"," IMPC_EXD_003_001"
46585," Narrow eye opening"," narrow_eye_opening"," IMPC_EYE_006_001"
52374," Nasal capsule"," nasal_capsule"," IMPC_EMO_105_001"
52375," Nasal cavity"," nasal_cavity"," IMPC_EMO_106_001"
52376," Nasal septum"," nasal_septum"," IMPC_EMO_107_001"
52377," Nasopharynx"," nasopharynx"," IMPC_EMO_108_001"
44525," Nervous System"," nervous_system"," IMPC_GEO_039_001"
45455," Neural Tube Closure"," neural_tube_closure"," IMPC_GEM_036_001"
41932," Neural fold mophology"," neural_fold_mophology"," IMPC_GEL_025_001"
52378," Neural retina"," neural_retina"," IMPC_EMO_109_001"
41934," Neural tube closure"," neural_tube_closure"," IMPC_GEL_027_001"
41933," Neural tube morphology/development"," neural_tube_morphology_development"," IMPC_GEL_026_001"
29802," Neutrophil cell count"," A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities both of which are signs of a potential problem."," IMPC_HEM_030_001"
29801," Neutrophil differential count"," A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities both of which are signs of a potential problem."," IMPC_HEM_029_001"
43549," No spontaneous movement"," no_spontaneous_movement"," IMPC_GEP_004_001"
29246," Number averages"," number_averages"," IMPC_ABR_040_001"
38996," Number female controls"," number_female_controls"," IMPC_EXD_009_001"
38995," Number male controls"," number_male_controls"," IMPC_EXD_008_001"
16385," Number of Rears"," number_of_rears"," IMPC_OFD_006_001"
66112," Number of WT females"," Number of wild-type females in litter or total wild-type females if litter data is not available"," IMPC_VIA_042_001"
66111," Number of WT males"," Number of wild-type males in litter or total wild-type males if litter data is not available"," IMPC_VIA_041_001"
52058," Number of alternate arm entries"," alternate_arm_entries"," IMPC_YMZ_006_001"
38166," Number of animals in cage"," number_of_animals"," IMPC_CSD_083_001"
16407," Number of animals per cage"," number_of_animals_per_cage"," IMPC_OFD_028_001"
66118," Number of anzygous females"," Number of anzygous (i.e. no copies of gene as it is Y-chromosome) females in litter or total anzygous females if litter data is not available"," IMPC_VIA_048_001"
19252," Number of caudal vertebrae"," number_of_caudal_vertebrae"," IMPC_XRY_017_001"
16398," Number of center entries"," number_of_center_entries"," IMPC_OFD_019_001"
44854," Number of cervical vertebrae"," number_of_cervical_vertebrae"," IMPC_GEP_062_001"
19263," Number of digits"," number_of_digits"," IMPC_XRY_028_001"
66117," Number of hemizygous males"," Number of hemizygous males in litter or total hemizygous males if litter data is not available"," IMPC_VIA_047_001"
66114," Number of heterozygous females"," Number of heterozygous females in litter or total heterozygous females if litter data is not available"," IMPC_VIA_044_001"
66113," Number of heterozygous males"," Number of heterozygous males in litter or total heterozygous males if litter data is not available"," IMPC_VIA_043_001"
66116," Number of homozygous females"," Number of homozygous females in litter or total homozygousfe males if litter data is not available"," IMPC_VIA_046_001"
66115," Number of homozygous males"," Number of homozygous males in litter or total homozygous males if litter data is not available"," IMPC_VIA_045_001"
19250," Number of lumbar vertebrae"," number_of_lumbar_vertebrae"," IMPC_XRY_015_001"
19251," Number of pelvic vertebrae"," number_of_pelvic_vertebrae"," IMPC_XRY_016_001"
16400," Number of rears - total"," number_of_rears_total"," IMPC_OFD_021_001"
19244," Number of ribs left"," number_of_ribs_left"," IMPC_XRY_009_001"
19243," Number of ribs right"," number_of_ribs_right"," IMPC_XRY_008_001"
52060," Number of same arm entries by number of doublets"," same_arm_entries"," IMPC_YMZ_008_001"
52056," Number of spontaneous alternations"," spontaneous_alternations"," IMPC_YMZ_004_001"
19249," Number of thoracic vertebrae"," number_of_thoracic_vertebrae"," IMPC_XRY_014_001"
17742," Number of trials"," number_of_trials"," IMPC_ACS_022_001"
52055," Number of triplets"," number_of_triplets"," IMPC_YMZ_003_001"
33578," Nutrition - average composition (based on calorific content) - Carbohydrate"," nutrition_average_composition_based_on_calorific_content_carbohydrate"," IMPC_HOU_047_001"
33579," Nutrition - average composition (based on calorific content) - Fat"," nutrition_average_composition_based_on_calorific_content_fat"," IMPC_HOU_048_001"
33580," Nutrition - average composition (based on calorific content) - Protein"," nutrition_average_composition_based_on_calorific_content_protein"," IMPC_HOU_049_001"
89709," Nutrition - average composition (based on mass) - Carbohydrate"," nutrition_average_composition_based_on_mass_carbohydrate"," IMPC_HOU_043_002"
89710," Nutrition - average composition (based on mass) - Fat"," nutrition_average_composition_based_on_mass_fat"," IMPC_HOU_044_002"
89711," Nutrition - average composition (based on mass) - Protein"," nutrition_average_composition_based_on_mass_protein"," IMPC_HOU_045_002"
89708," Nutrition - diet type"," nutrition_diet_type"," IMPC_HOU_041_001"
33577," Nutrition - do you know the composition of the diet (average based on calorific content)"," nutrition_do_you_know_the_composition_of_the_diet_average_based_on_calorific_content"," IMPC_HOU_046_001"
33573," Nutrition - do you know the composition of the diet (average based on mass)"," nutrition_do_you_know_the_composition_of_the_diet_average_based_on_mass"," IMPC_HOU_042_001"
89712," Nutrition - feeding regime (excluding fasting periods)"," nutrition_feeding_regime_excluding_fasting_periods"," IMPC_HOU_050_001"
89707," Nutrition - product ID of diet"," nutrition_product_id"," IMPC_HOU_083_001"
89713," Nutrition - source of lipids"," nutrition_source_of_lipids"," IMPC_HOU_051_002"
33571," Nutrition - supplier and product ID of diet"," nutrition_supplier_and_product_id_of_diet"," IMPC_HOU_040_001"
89706," Nutrition - supplier of diet"," nutrition_diet_supplier"," IMPC_HOU_082_001"
27653," Objective equipment company"," objective_equipment_company"," IMPC_ALZ_086_001"
27654," Objective equipment model"," objective_equipment_model"," IMPC_ALZ_087_001"
27655," Objective magnification"," objective_magnification"," IMPC_ALZ_088_001"
27604," Olfactory Lobe"," olfactory_lobe"," IMPC_ALZ_037_001"
52379," Olfactory epithelium"," olfactory_epithelium"," IMPC_EMO_110_001"
52380," Olfactory lobe"," olfactory_lobe"," IMPC_EMO_111_001"
90946," Operator effect control strategy"," operator_effect_control_strategy"," IMPC_EXD_129_001"
39064," Operator effects - ABR annotation"," operator_effects_abr_annotation"," IMPC_EXD_077_001"
39063," Operator effects - ABR collection"," operator_effects_abr_collection"," IMPC_EXD_076_001"
39060," Operator effects - Acoustic startle"," operator_effects_acoustic_startle"," IMPC_EXD_073_001"
39084," Operator effects - Adult Lac Z annotation"," operator_effects_adult_lac_z_annotation"," IMPC_EXD_097_001"
39083," Operator effects - Adult Lac Z collection"," operator_effects_adult_lac_z_collection"," IMPC_EXD_096_001"
39056," Operator effects - Body weight"," operator_effects_body_weight"," IMPC_EXD_069_001"
39058," Operator effects - CSD"," operator_effects_csd"," IMPC_EXD_071_001"
39061," Operator effects - Calorimetry"," operator_effects_calorimetry"," IMPC_EXD_074_001"
39071," Operator effects - Clinical chemistry"," operator_effects_clinical_chemistry"," IMPC_EXD_084_001"
39065," Operator effects - DEXA"," operator_effects_dexa"," IMPC_EXD_078_001"
39077," Operator effects - ECG"," operator_effects_ecg"," IMPC_EXD_090_001"
39078," Operator effects - Echo"," operator_effects_echo"," IMPC_EXD_091_001"
39082," Operator effects - Embryo Lac Z annotation"," operator_effects_embryo_lac_z_annotation"," IMPC_EXD_095_001"
39081," Operator effects - Embryo Lac Z collection"," operator_effects_embryo_lac_z_collection"," IMPC_EXD_094_001"
39059," Operator effects - Grip strength"," operator_effects_grip_strength"," IMPC_EXD_072_001"
39076," Operator effects - Gross pathology annotation"," operator_effects_gross_pathology_annotation"," IMPC_EXD_089_001"
39075," Operator effects - Gross pathology collection"," operator_effects_gross_pathology_collection"," IMPC_EXD_088_001"
39074," Operator effects - Heart weight"," operator_effects_heart_weight"," IMPC_EXD_087_001"
39070," Operator effects - Hematology"," operator_effects_hematology"," IMPC_EXD_083_001"
39062," Operator effects - IPGTT"," operator_effects_ipgtt"," IMPC_EXD_075_001"
